ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,hoc_phi
NHH,Học viện Ngân hàng,Hà Nội,ECON01,Kinh tế,26.05,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,IB03,"Kinh doanh quốc tế liên kết Coventry, song bằng",24.2,"A00, A01, D01, D07",
NHH,Học viện Ngân hàng,Hà Nội,ECON02,Kinh tế đầu tư CLC,34.0,"A01, D01, D07, D09","37,000,000",
NHH,Học viện Ngân hàng,Hà Nội,IB02,Logistics và Quản lý chuỗi cung ứng,26.5,"A01, D01, D07, D09","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,LAW02,Luật kinh tế,28.13,"C00, C03, D14, D15","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,LAW01,Luật kinh tế,25.9,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BUS06,Marketing số CLC,34.0,"A00, A01, D01, D07","37,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BUS05,"Marketing số liên kết Coventry, song bằng",24.8,"A00, A01, D01, D07",
NHH,Học viện Ngân hàng,Hà Nội,BANK02,Ngân hàng,26.2,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BANK06,Ngân hàng và Tài chính quốc tế CLC,33.8,"A00, A01, D01, D07","37,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BANK03,Ngân hàng số,26.13,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BANK05,"Ngân hàng và Tài chính quốc tế liên kết Coventry, song bằng",24.0,"A00, A01, D01, D07",
NHH,Học viện Ngân hàng,Hà Nội,FL01,Ngôn ngữ Anh,25.8,"A01, D01, D07, D09","26,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BUS04,"Quản trị kinh doanh Liên kết City U, song bằng",23.0,"A00, A01, D01, D07",
NHH,Học viện Ngân hàng,Hà Nội,BUS02,Quản trị kinh doanh,26.33,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BUS03,Quản trị du lịch,25.6,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,FIN02,Tài chính,26.45,"A00, A01, D01, D07","25,000,000",
NHH,Học viện Ngân hàng,Hà Nội,BANK04,"Tài chính - Ngân hàng liên kết Sunderland, song bằng",24.5,"A00, A01, D01, D07",
DHA,Đại học Luật - Đại học Huế,Huế,7380107,Luật kinh tế,21.0,"A00, C00, C20, D01","13,000,000",
DHA,Đại học Luật - Đại học Huế,Huế,7380101,Ngành Luật,21.0,"A00, C00, C20, D66","13,000,000",
NHF,Đại học Hà Nội,Hà Nội,7480201,Công nghệ thông tin,24.17,"A01, D01","29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7340205,Công nghệ tài chính,18.85,"A01, D01","33,802,500"
NHF,Đại học Hà Nội,Hà Nội,7480201 TT,Công nghệ thông tin - CTTT,16.7,"A01, D01","53,505,000",
NHF,Đại học Hà Nội,Hà Nội,7340301,Kế toán,25.08,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7340115,Marketing,33.93,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7310111,Nghiên cứu phát triển,25.78,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7220205,Ngôn ngữ Đức,34.2,"D01, D05","25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220207,Ngôn ngữ Bồ Đào Nha,31.4,D01,"25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,34.45,"D01, D06","25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220201 TT,Ngôn ngữ Anh - CTTT,33.0,D01,"44,070,000",
NHF,Đại học Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,32.0,"D01, D02","25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220206,Ngôn ngữ Tây Ban Nha,33.14,D01,"25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220208,Ngôn ngữ Italia,32.41,D01,"25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,35.43,D01,"25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220208 TT,Ngôn ngữ Italia - CTTT,30.48,D01,"36,855,000",
NHF,Đại học Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,35.8,"D01, D04","25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220204 TT,Ngôn ngữ Trung Quốc - CTTT,34.95,"D01, D04","44,070,000",
NHF,Đại học Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,34.59,D01,"25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,32.99,"D01, D03","25,200,000",
NHF,Đại học Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,33.04,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7810103 TT,Quản trị dịch vụ du lịch và lữ hành - CTTT,32.11,D01,"53,505,000",
NHF,Đại học Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,30.72,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7310601,Quốc tế học,25.27,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7340201,Tài chính – Ngân hàng,32.53,D01,"29,640,000",
NHF,Đại học Hà Nội,Hà Nội,7320109,Truyền thông doanh nghiệp,31.05,"D01, D03","27,975,000",
NHF,Đại học Hà Nội,Hà Nội,7320104,Truyền thông đa phương tiện,25.65,D01,"29,640,000",
DVL,Đại học Văn Lang,TP HCM,7340116,Bất động sản,16.0,"A00, A01, C04, D01",
DVL,Đại học Văn Lang,TP HCM,7420205,Công nghệ sinh học y dược,16.0,"A00, B00, D07, D08",
DVL,Đại học Văn Lang,TP HCM,7480201,Công nghệ thông tin,16.0,"A00, A01, D01, D10",
DVL,Đại học Văn Lang,TP HCM,7320106,Công nghệ truyền thông,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7510301,"Công nghệ kỹ thuật điện, điện tử",16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7420207,Công nghệ thẩm mỹ,16.0,"A00, B00, D07, D08",
DVL,Đại học Văn Lang,TP HCM,7340205,Công nghệ tài chính,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7510205,Công nghệ kỹ thuật ô tô,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7420201,Công nghệ sinh học,16.0,"A00, A02, B00, B08",
DVL,Đại học Văn Lang,TP HCM,7210302,Công nghệ điện ảnh. truyền hình,16.0,"H01, H03, H04, V00",
DVL,Đại học Văn Lang,TP HCM,7540101,Công nghệ thực phẩm,16.0,"A00, B00, C08, D08",
DVL,Đại học Văn Lang,TP HCM,7510406,Công nghệ kỹ thuật Môi trường,16.0,"A00, B00, D07, D08",
DVL,Đại học Văn Lang,TP HCM,7210235,Đạo diễn điện ảnh. truyền hình,18.0,S00,
DVL,Đại học Văn Lang,TP HCM,7210234,Diễn viên kịch. điện ảnh - truyền hình,18.0,S00,
DVL,Đại học Văn Lang,TP HCM,7720301,Điều dưỡng,19.0,"B00, C08, D07, D08",
DVL,Đại học Văn Lang,TP HCM,7310608,Đông phương học,16.0,"A01, C00, D01, D04",
DVL,Đại học Văn Lang,TP HCM,7810101,Du lịch,16.0,"A00, A01, C00, D01",
DVL,Đại học Văn Lang,TP HCM,7720201,Dược học,21.0,"A00, B00, D07",
DVL,Đại học Văn Lang,TP HCM,7480104,Hệ thống thông tin,16.0,"A00, A01, D07, D10",
DVL,Đại học Văn Lang,TP HCM,7340301,Kế toán,16.0,"A00, A01, D01, D10",
DVL,Đại học Văn Lang,TP HCM,7460108,Khoa học dữ liệu (Data Science),16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7580101,Kiến trúc,16.0,"H02, V00, V01",
DVL,Đại học Văn Lang,TP HCM,7310106,Kinh tế quốc tế,16.0,"A00, A01, D01, D07",
DVL,Đại học Văn Lang,TP HCM,7340121,Kinh doanh thương mại,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7520115,"Kỹ thuật nhiệt (3 chuyên ngành: Kỹ thuật điện lạnh; Máy lạnh, điều hòa không khí và thông gió; Máy lạnh và thiết bị thực phẩm)",16.0,"A00, A01, D07",
DVL,Đại học Văn Lang,TP HCM,7520120,Kỹ thuật hàng không,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7520114,Kỹ thuật cơ điện tử,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7580201,Kỹ thuật xây dựng,16.0,"A00, A01, D01, D07",
DVL,Đại học Văn Lang,TP HCM,7720601,Kỹ thuật xét nghiệm y học,19.0,"A00, B00, D07, D08",
DVL,Đại học Văn Lang,TP HCM,7480103,Kỹ thuật phần mềm,16.0,"A00, A01, D01, D10",
DVL,Đại học Văn Lang,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7380107,Luật kinh tế,16.0,"A00, A01, C00, D01",
DVL,Đại học Văn Lang,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7340115,Marketing,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7340120,Ngành Kinh doanh quốc tế,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7380101,Ngành Luật,16.0,"A00, A01, C00, D01",
DVL,Đại học Văn Lang,TP HCM,7220201,Ngôn ngữ Anh,16.0,"D01, D08, D10",
DVL,Đại học Văn Lang,TP HCM,7220210,Ngôn ngữ Hàn Quốc,16.0,"D01, D10, D14, D66",
DVL,Đại học Văn Lang,TP HCM,7220204,Ngôn ngữ Trung Quốc,16.0,"A01, D01, D04, D14",
DVL,Đại học Văn Lang,TP HCM,7210208,Piano,18.0,N00,
DVL,Đại học Văn Lang,TP HCM,7580302,Quản lý xây dựng,16.0,"A00, A01, D01, D07",
DVL,Đại học Văn Lang,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,16.0,"A00, A01, D01, D03",
DVL,Đại học Văn Lang,TP HCM,7810202,Quản trị nhà hàng và dịch vụ ăn uống,16.0,"A00, A01, D01, D03",
DVL,Đại học Văn Lang,TP HCM,7340101,Quản trị Kinh doanh,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7810201,Quản trị khách sạn,16.0,"A00, A01, D01, D03",
DVL,Đại học Văn Lang,TP HCM,7320108,Quan hệ công chúng,19.0,"A00, A01, C00, D01",
DVL,Đại học Văn Lang,TP HCM,7720501,Răng- Hàm -Mặt,22.5,"A00, B00, D07, D08",
DVL,Đại học Văn Lang,TP HCM,7340201,Tài chính – Ngân hàng,16.0,"A00, A01, C04, D01",
DVL,Đại học Văn Lang,TP HCM,7310401,Tâm lý học,16.0,"B00, B03, C00, D01",
DVL,Đại học Văn Lang,TP HCM,7210205,Thanh nhạc,18.0,N00,
DVL,Đại học Văn Lang,TP HCM,7210402,Thiết kế công nghiệp,16.0,"H03, H04, H05, H06",
DVL,Đại học Văn Lang,TP HCM,7210403,Thiết kế đồ họa,16.0,"H03, H04, H05, H06",
DVL,Đại học Văn Lang,TP HCM,7210409,Thiết kế mỹ thuật số,16.0,"H03, H04, H05, H06",
DVL,Đại học Văn Lang,TP HCM,7580108,Thiết kế nội thất,16.0,"H03, H04, H05, H06",
DVL,Đại học Văn Lang,TP HCM,7210404,Thiết kế thời trang,16.0,"H03, H04, H05, H06",
DVL,Đại học Văn Lang,TP HCM,7340122,Thương mại điện tử,16.0,"A00, A01, C01, D01",
DVL,Đại học Văn Lang,TP HCM,7320104,Truyền thông đa phương tiện,19.0,"A00, A01, C00, D01",
DVL,Đại học Văn Lang,TP HCM,7229030,Văn học,16.0,"C00, D01, D14, D66",
DVL,Đại học Văn Lang,TP HCM,7720101,Y khoa,22.5,"A00, B00, D08, D12",
TCT,Đại học Cần Thơ,Cần Thơ,7480202,An toàn thông tin,23.75,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7320101,Báo chí,26.87,"C00, D01, D14, D15","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620112,Bảo vệ thực vật,15.0,"B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620302,Bệnh học thủy sản,15.0,"A00, B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620105,Chăn nuôi,15.0,"A00, A02, B00, B08","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7310201,Chính trị học,25.9,"C00, C19, D14, D15","21,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7420201T,Công nghệ sinh học (Chương trình tiên tiến),20.75,"A01, B08, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7540105,Công nghệ chế biến thủy sản,16.0,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480201,Công nghệ thông tin,25.35,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7510401C,Công nghệ kỹ thuật hoá học (Chương trình chất lượng cao),21.05,"A01, B08, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480201H,Công nghệ thông tin (Đào tạo tại Khu Hòa An),23.05,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7420201,Công nghệ sinh học,20.0,"A00, B00, B08, D07","20,500,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480201C,Công nghệ thông tin (CTCLC),23.7,"A01, D01, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620113,Công nghệ rau hoa quả và cảnh quan,15.0,"A00, B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7540104,Công nghệ sau thu hoạch,15.0,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7540101C,Công nghệ thực phẳm,20.0,"A01, B08, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7510401,Công nghệ kỹ thuật hoá học,23.55,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7540101,Công nghệ thực phẩm,20.5,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7460112,ĐH Toán ứng dụng,23.23,"A00, A01, A02, B00","22,200,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620301,ĐH Nuôi trồng thủy sản,15.0,"A00, B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7810101H,Du lịch - học tại khu Hòa An,25.5,"C00, D01, D14, D15","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7810101,Du lịch,26.8,"C00, D01, D14, D15","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140202,Giáo dục Tiểu học,25.65,"A00, C01, D01, D03","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140201,Giáo dục Mầm non,25.95,"M01, M06","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140206,Giáo dục Thể chất,25.6,"T00, T01, T06","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140204,Giáo dục Công dân,27.31,"C00, D14, D15, D19","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480104C,Hệ thống thông tin (CTCLC),22.8,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480104,Hệ thống thông tin,23.48,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7720203,Hoá dược,24.5,"A00, B00, C02, D07","23,500,000",
TCT,Đại học Cần Thơ,Cần Thơ,7440112,Hóa học,23.15,"A00, B00, C02, D07","20,500,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340301,Kế toán,24.2,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620110,Khoa học cây trồng,15.0,"A02, B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620103,Khoa học đất,15.0,"A00, B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480101,Khoa học máy tính,24.43,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7440301,Khoa học môi trường,15.0,"A00, A02, B00, D07","20,900,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340302,Kiểm toán,23.7,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580101,Kiến trúc,21.5,"V00, V01, V02, V03","21,600,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340121,Kinh doanh thương mại,24.5,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620114H,Kinh doanh nông nghiệp (Đào tạo tại Khu Hòa An),15.0,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340120C,Kinh doanh quốc tế (Chương trình chất lượng cao),23.7,"A01, D01, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620115H,Kinh tế nông nghiệp (Đào tạo tại Khu Hòa An),18.5,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7310101,Kinh tế,24.1,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620115,Kinh tế nông nghiệp,21.0,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7850102,Kinh tế tài nguyên thiên nhiên,22.5,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580205,Kỹ thuật xây dựng công trình giao thông,15.0,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520130,Kỹ thuật ô tô,24.2,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520201,Kỹ thuật điện,23.4,"A00, A01, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520309,Kỹ thuật vật liệu,22.15,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480103,Kỹ thuật phần mềm,24.83,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520216C,Kỹ thuật điều khiển và tự động hóa chất lượng cao,22.45,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520103,Kỹ thuật cơ khí,23.53,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520114,Kỹ thuật cơ điện tử,23.63,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580213,Kỹ thuật cấp thoát nước,15.0,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520201C,Kỹ thuật Điện (CTCLC),21.9,"A01, D01, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580202,Kỹ thuật xây dựng công trình thủy,15.0,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480106,Kỹ thuật máy tính,24.28,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520212,Kỹ thuật y sinh,22.8,"A00, A01, A02, A08","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580201C,Kỹ thuật xây dựng (Chương trình chất lượng cao),20.0,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580201,Kỹ thuật xây dựng,21.2,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7510605,Logistics và Quản lý chuỗi cung ứng,25.1,"A00, A01, D01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7380107,Luật kinh tế,26.85,"A00, C00, D01, D03","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7380101H,Luật (Chuyên ngành Luật Hành chính); Học tại khu Hòa An - Tỉnh Hậu Giang,25.5,"A00, C00, D01, D03","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480102,Mạng máy tính và truyền thông dữ liệu,22.9,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340115,Marketing,24.6,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7380101,Ngành Luật,26.01,"A00, C00, D01, D03","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,24.05,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7480103C,Ngành Kỹ thuật phần mềm (Hệ đại học Chất lượng cao),22.9,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340120,Ngành Kinh doanh quốc tế,24.8,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520207,Ngành Kỹ thuật điện tử truyền thông,23.0,"A00, A01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520320,Ngành Kỹ thuật môi trường,15.0,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7220201C,Ngôn ngữ Anh (CTCLC),24.4,"D01, D14, D15","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7220201,Ngôn ngữ Anh,25.2,"D01, D14, D15","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7220203,Ngôn ngữ Pháp,21.0,"D01, D03, D14, D64","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7220201H,Ngôn ngữ Anh (Đào tạo tại Khu Hòa An),24.45,"D01, D14, D15","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620109,Nông học,15.0,"B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620301T,Nuôi trồng thuỷ sản (chương trình tiên tiến),15.0,"A01, B08, D07","36,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7810103C,Quản trị dịch vụ du lịch và lữ hành,22.9,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7850101,Quản lý tài nguyên và môi trường,18.0,"A00, A01, B00, D07","20,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340101H,Quản trị kinh doanh (Đào tạo tại Khu Hòa An),21.5,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7810103,Quản trị dịch vụ du lịch và lữ hành,24.1,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340101,Quản trị Kinh doanh,24.05,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7850103,Quản lý đất đai,21.7,"A00, A01, B00, D07","20,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7510601,Quản lý công nghiệp,23.0,"A00, A01, D01","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340101C,Quản trị kinh doanh,23.1,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7620305,Quản lý thủy sản,15.0,"A00, B00, B08, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7580105,Quy hoạch vùng và đô thị,18.0,"A00, A01, B00, D07","22,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7420101,Sinh hoc,15.0,"A02, B00, B03, B08","20,500,000",
TCT,Đại học Cần Thơ,Cần Thơ,7420203,Sinh học ứng dụng,15.0,"A00, A01, B00, B08","20,900,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140209,Sư phạm Toán học,26.79,"A00, B01, B08, D07","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140211,Sư phạm Vật lý,26.22,"A00, A01, D01, D07","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140219,Sư phạm Địa lý,27.9,"C00, C04, D15, D44","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140233,Sư phạm Tiếng Pháp,23.7,"D01, D03, D14, D64","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140213,Sư phạm Sinh học,25.38,"B00, B08","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140231,Sư phạm Tiếng Anh,26.93,"D01, D14, D15","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),24.56,"A00, A01, D01, D07","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140212,Sư phạm Hóa học,26.6,"A00, B00, D07, D24","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140218,Sư phạm Lịch sử,28.43,"C00, D14, D64","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140217,Sư phạm Ngữ văn,27.83,"C00, D14, D15","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7140247,Sư phạm khoa học tự nhiên,25.81,"A00, A01, A02, B00","19,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340201,Tài chính – Ngân hàng,24.8,"A00, A01, C02, D01","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7340201C,Tài chính – Ngân hàng (Chương trình chất lượng cao),23.5,"A01, D01, D07","33,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7460201,Thống kê,21.6,"A00, A01, A02, B00","22,200,000",
TCT,Đại học Cần Thơ,Cần Thơ,7320201,Thông tin - thư viện,22.15,"A01, D01, D03, D29","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7640101,Thú y,23.3,"A02, B00, B08, D07","21,700,000",
TCT,Đại học Cần Thơ,Cần Thơ,7229001,Triết học,25.51,"C00, C19, D14, D15","20,100,000",
TCT,Đại học Cần Thơ,Cần Thơ,7320104,Truyền thông đa phương tiện,24.94,"A00, A01, D01","20,400,000",
TCT,Đại học Cần Thơ,Cần Thơ,7229030,Văn học,26.1,"C00, D01, D14, D15","20,000,000",
TCT,Đại học Cần Thơ,Cần Thơ,7520401,Vật lý kỹ thuật,21.0,"A00, A01, B00, D07","22,200,000",
TCT,Đại học Cần Thơ,Cần Thơ,7310301,Xã hội học,26.19,"A01, C00, C19, D01","20,000,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN02,Chăn nuôi thú y - thuỷ sản,17.0,"A00, B00, B08, D01","16,000,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN14,Công nghệ thông tin và Kỹ thuật số,19.0,"A00, A01, D01, D07","16,000,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN09,Công nghệ sinh học và Công nghệ dược liệu,18.0,"A00, B00, B08, D01","16,000,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN04,Công nghệ kỹ thuật ô tô và Cơ điện tử,18.0,"A00, A01, A09, D01","16,000,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN10,Công nghệ thực phẩm và Chế biến,19.0,"A00, B00, D01, D07","16,000,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN16,Khoa học môi trường,17.0,"A00, A01, B00, D01","13,450,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN11,Kinh tế và Quản lý,18.0,"A00, C04, D01, D07","13,450,000",
HVN,Học viện Nông nghiệp Việt Nam,Hà Nội,HVN06,"Kỹ thuật điện, Điện tử và Tự động hoá",22.5,"A00, A01, A09, D01","16,000,000",
