ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon
DKC,Đại học Công nghệ TP HCM,TP HCM,7520114,Kỹ thuật cơ điện tử,18.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7520103,Kỹ thuật cơ khí,18.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7520201,Kỹ thuật điện,18.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,20.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7380107,Luật kinh tế,18.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7340115,Marketing,20.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7340120,Ngành Kinh doanh quốc tế,18.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7520207,Ngành Kỹ thuật điện tử truyền thông,19.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,19.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7380101,Ngành Luật,18.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,18.0,"A01, C00, D01, D15"
DKC,Đại học Công nghệ TP HCM,TP HCM,7220201,Ngôn ngữ Anh,18.0,"A01, D01, D14, D15"
DKC,Đại học Công nghệ TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,18.0,"A01, D01, D14, D15"
DKC,Đại học Công nghệ TP HCM,TP HCM,7220204,Ngôn ngữ Trung Quốc,19.0,"A01, C00, D01, D15"
DKC,Đại học Công nghệ TP HCM,TP HCM,7810201,Quản trị khách sạn,19.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,18.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7340404,Quản trị nhân lực,19.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7580302,Quản lý xây dựng,18.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7340101,Quản trị Kinh doanh,19.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7810202,Quản trị nhà hàng và dịch vụ ăn uống,18.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7320108,Quan hệ công chúng,22.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7340201,Tài chính – Ngân hàng,18.0,"A00, A01, C01, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7310401,Tâm lý học,20.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7210205,Thanh nhạc,21.0,N00
DKC,Đại học Công nghệ TP HCM,TP HCM,7210404,Thiết kế thời trang,19.0,"A00, D01, H01, V00"
DKC,Đại học Công nghệ TP HCM,TP HCM,7580108,Thiết kế nội thất,19.0,"A00, D01, H01, V00"
DKC,Đại học Công nghệ TP HCM,TP HCM,7210403,Thiết kế đồ họa,19.0,"A00, D01, H01, V00"
DKC,Đại học Công nghệ TP HCM,TP HCM,7640101,Thú y,20.0,"A00, B00, C08, D07"
DKC,Đại học Công nghệ TP HCM,TP HCM,7340122,Thương mại điện tử,22.0,"A00, A01, C00, D01"
DKC,Đại học Công nghệ TP HCM,TP HCM,7320104,Truyền thông đa phương tiện,21.0,"A01, C00, D01, D15"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7510201,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn),16.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7540209,Công nghệ may,17.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7540202,"Công nghệ sợi, dệt",16.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",16.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7340301,Kế toán,16.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7340115,Marketing,16.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7510601,Quản lý công nghiệp,16.5,"A00, A01, B00, D01"
CCM,Đại học Công Nghiệp Dệt May Hà Nội,Hà Nội,7210404,Thiết kế thời trang,18.0,"D01, H00, V00, V01"
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7510202,Công nghệ chế tạo máy,15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7540101,Công nghệ thực phẩm,15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7510205,Công nghệ kỹ thuật ô tô,16.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7510206,Công nghệ kỹ thuật nhiệt,15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7480201,Công nghệ thông tin,16.5,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7720301,Điều dưỡng,19.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7720201,Dược học,21.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7340301,Kế toán,15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7580201,Kỹ thuật xây dựng,15.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7810201,Quản trị khách sạn,16.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,16.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7340101,Quản trị Kinh doanh,16.0,A00
DDA,Đại học Công Nghệ Đông Á,Hà Nội,7340201,Tài chính – Ngân hàng,15.0,A00
VKU,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đà Nẵng,7480201,Công nghệ thông tin,23.0,"A00, A01, D01, D90"
VKU,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đà Nẵng,7480108,Công nghệ kỹ thuật máy tính,20.0,"A00, A01, D01, D90"
VKU,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đà Nẵng,7340101,Quản trị Kinh doanh,22.5,"A00, A01, D01, D90"
VKU,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đà Nẵng,7340101ET,Quản trị kinh doanh (chuyên ngành Quản trị dịch vụ du lịch và lữ hành số),20.5,"A00, A01, D01, D90"
VKU,Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,Đà Nẵng,7340101EL,Quản trị kinh doanh (chuyên ngành Quản trị Logistics và chuỗi cung ứng số),23.0,"A00, A01, D01, D90"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7510205,Công nghệ kỹ thuật ô tô,15.0,"A00, A01, C01, D01"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7720201,Dược học,21.0,"A00, B00, C08, D07"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7380107,Luật kinh tế,15.0,"A00, A01, C00, D01"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7340120,Ngành Kinh doanh quốc tế,15.0,"A00, A01, C00, D01"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7220201,Ngôn ngữ Anh,15.0,"A01, D01, D14, D15"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7510601,Quản lý công nghiệp,15.0,"A00, A01, C00, D01"
DMD,Đại học Công nghệ Miền Đông,Hà Nội,7640101,Thú y,15.0,"A00, B00, C08, D07"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7540101C,Công nghệ thực phẳm,17.5,"A00, B00, D07, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510202C,Công nghệ chế tạo máy,18.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7420201,Công nghệ sinh học,21.0,"A00, B00, D07, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7540204,Công nghệ may,20.25,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510202,Công nghệ chế tạo máy,22.25,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510201,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn),23.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7480108C,Công nghệ kỹ thuật máy tinh (hệ Chất lượng cao ticng Việt),19.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510303C,Công nghệ kỳ thuật điều khiên và tự động hoả (hệ (’hất lượng cao ticng Việt),21.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510301,"Công nghệ kỹ thuật điện, điện tử",23.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7540101,Công nghệ thực phẩm,23.0,"A00, B00, D07, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510206,Công nghệ kỹ thuật nhiệt,19.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7480201,Công nghệ thông tin,25.25,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7420201C,Công nghệ sinh học,17.5,"A00, B00, D07, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510301C,"Công nghệ kỹ thuật điện, điện lử",19.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510205,Công nghệ kỹ thuật ô tô,25.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,24.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510401C,Công nghệ kỹ thuật hoá học (Chương trình chất lượng cao),17.5,"A00, B00, C02, D07"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510203C,Công nghệ kỹ thuật cơ điện tử,19.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510203,Công nghệ kỹ thuật cơ điện tử,24.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7480201C,Công nghệ thông tin (CTCLC),23.25,"A00, A01, D01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510302C,Công nghệ kỹ thuật điện tử - viễn Ihông,17.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510201C,Công nghệ kỹ thuật cơ khí,20.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510401,Công nghệ kỹ thuật hoá học,18.5,"A00, B00, C02, D07"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7480108,Công nghệ kỹ thuật máy tính,24.25,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7540106,Đảm bảo chất lượng và an toàn thực phẩm,18.5,"A00, B00, D07, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7510302,Điện tử - viễn thông,21.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7720497,Dinh dưỡng và khoa học thực phẩm,18.5,"A00, B00, D07, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340301C,Kế toán (CT chất lượng cao),23.0,"A00, A01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340301,Kế toán,25.0,"A00, A01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340302C,Kiểm toán,21.75,"A00, A01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340302,Kiểm toán,23.75,"A00, A01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340120C,Kinh doanh quốc tế (Chương trình chất lượng cao),24.0,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7580205,Kỹ thuật xây dựng công trình giao thông,18.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7580201,Kỹ thuật xây dựng,21.0,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7380107,Luật kinh tế,26.0,"A00, C00, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7380107C,Luật kinh tế (CT chất lượng cao),23.25,"A00, C00, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7380108,Luật quốc tế,24.25,"A00, C00, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7380108C,Luật quốc  tế,20.0,"A00, C00, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340115,Marketing,26.0,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340115C,Marketing,24.5,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340120,Ngành Kinh doanh quốc tế,25.5,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7220201,Ngôn ngữ Anh,24.5,"D01, D14, D15, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340101C,Quản trị kinh doanh,23.75,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7850101,Quản lý tài nguyên và môi trường,18.5,"B00, C02, D90, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,24.0,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7850103,Quản lý đất đai,18.5,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340101,Quản trị Kinh doanh,25.5,"A01, C01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340201,Tài chính – Ngân hàng,25.5,"A00, A01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340201C,Tài chính – Ngân hàng (Chương trình chất lượng cao),23.5,"A00, A01, D01, D96"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7210404,Thiết kế thời trang,22.5,"A00, A01, C01, D90"
HUI,Đại học Công nghiệp TP HCM,TP HCM,7340122,Thương mại điện tử,25.0,"A01, C01, D01, D90"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7510212,Công nghệ ô tô và giao thông thông minh,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7480201_CLC,Công nghệ thông tin (Chất lượng cao): Chương trình đào tạo đạt chuẩn kiểm định quốc tế AUN-QA,19.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7480201,Công nghệ thông tin,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7480108,Công nghệ kỹ thuật máy tính,16.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7320106,Công nghệ truyền thông,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7510301,"Công nghệ kỹ thuật điện, điện tử",16.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,18.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7510302,Điện tử - viễn thông,16.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7480101,Khoa học máy tính,18.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7520119,Kỹ thuật cơ điện tử thông minh và robot,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7480103,Kỹ thuật phần mềm,18.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7480103_KNU,Kỹ thuật phần mềm (CT đào tạo liên kết quốc tế),19.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7340122_TD,Marketing số,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7340406,Quản trị văn phòng,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7210403,Thiết kế đồ họa,18.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7340122,Thương mại điện tử,17.0,"A00, C01, C14, D01"
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,7320104,Truyền thông đa phương tiện,16.0,"A00, C01, C14, D01"
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7580202,Kỹ thuật xây dựng công trình thủy,15.0,"A00, A01, D01, D07"
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520320,Ngành Kỹ thuật môi trường,15.0,"A00, A01, B00, D01"
GTS,Đại học Giao thông vận tải TP HCM,TP HCM,7520122,Ngành Kỹ thuật tàu thủy,15.0,"A00, A01, D01, D07"
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7310201,Chính trị học,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7480201,Công nghệ thông tin,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7140202,Giáo dục Tiểu học,19.0,C04
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7340301,Kế toán,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7620110,Khoa học cây trồng,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7440301,Khoa học môi trường,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7620115,Kinh tế nông nghiệp,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7580201,Kỹ thuật xây dựng,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7380101,Ngành Luật,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7220204,Ngôn ngữ Trung Quốc,15.0,C20
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7220201,Ngôn ngữ Anh,15.0,D01
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7340101,Quản trị Kinh doanh,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7340201,Tài chính – Ngân hàng,15.0,A00
HHT,Đại học Hà Tĩnh,Hà Tĩnh,7640101,Thú y,15.0,A00
DKT,Đại Học Hải Dương,Hải Dương,7480201,Công nghệ thông tin,15.5,"A00, A01, D01"
DKT,Đại Học Hải Dương,Hải Dương,7340301,Kế toán,15.0,"A00, A01, D01"
DKT,Đại Học Hải Dương,Hải Dương,7310101,Kinh tế,16.0,"A00, A01, D01"
DKT,Đại Học Hải Dương,Hải Dương,7520201,Kỹ thuật điện,15.5,"A00, A01, D01"
DKT,Đại Học Hải Dương,Hải Dương,7220201,Ngôn ngữ Anh,18.0,"A01, D01, D09, D10"
DKT,Đại Học Hải Dương,Hải Dương,7340101,Quản trị Kinh doanh,15.0,"A01, D01"
DKT,Đại Học Hải Dương,Hải Dương,7340406,Quản trị văn phòng,15.5,"A00, A01, C00, D01"
DKT,Đại Học Hải Dương,Hải Dương,7340201,Tài chính – Ngân hàng,15.0,"A00, A01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7480201D114,"Công nghệ thông tin,",25.15,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7480201D118,Công nghệ phần mềm,24.5,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520207D104,Điện tử viễn thông,23.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520216D105,Điện tự động công nghiệp,23.75,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520216D103,Điện tự động tàu thủy,18.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840106D101,Điều khiển tàu biển,21.5,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520122D108,Đóng tàu và công trình ngoài khơi,14.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840106D102,Khai thác máy tàu biển,18.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580201D127,Kiến trúc dân dụng và công nghiệp,14.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840104D410,Kinh tế vận tải thủy,24.25,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7340120D402,Kinh tế ngoại thương,25.75,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840104D401,Kinh tế vận tải biển,25.35,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520320D126,Kỹ thuật hóa dầu,14.0,"A00, A01, D01, D07"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7480201D119,Kỹ thuật truyền thông và mạng máy tính,23.75,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D117,Kỹ thuật cơ điện tử,23.85,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580203D111,Kỹ thuật an toàn hàng hải,17.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D116,"Kỹ thuật cơ khí,",23.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520320D115,"Kỹ thuật môi trường,",20.0,"A00, A01, D01, D07"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580205D113,Kỹ thuật cầu đường,14.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D123,Kỹ thuật nhiệt lạnh,22.25,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D122,Kỹ thuật ôtô,24.75,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840104D407,Logistics và chuỗi cung ứng,26.25,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7380101D120,Luật hàng hải,23.65,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D128,Máy và tự động công nghiệp,21.35,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D109,Máy và tự động hóa xếp dỡ,18.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520122D106,Máy tàu thủy,18.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D125,"Ngôn ngữ Anh,",34.25,"A01, D01, D10, D14"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7340101D403,"Quản trị kinh doanh,",25.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7340101D411,Quản trị tài chính ngân hàng,24.4,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7340101D404,Quản trị tài chính kế toán,24.5,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580201D130,Quản lý công trình xây dựng,19.5,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7840106D129,Quản lý hàng hải,24.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520103D131,Quản lý kỹ thuật công nghiệp,18.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520122D107,Thiết kế tàu và công trình ngoài khơi,14.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D124,Tiếng Anh thương mại,34.75,"A01, D01, D10, D14"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7520216D121,Tự động hóa hệ thống điện,22.4,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580203D110,Xây dựng công trình thủy,14.0,"A00, A01, C01, D01"
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7580201D112,Xây dựng dân dụng và công nghiệp,16.0,"A00, A01, C01, D01"
DNB,Đại học Hoa Lư,Ninh Bình,7810101,Du lịch,14.0,"C00, D14, D15, D66"
DNB,Đại học Hoa Lư,Ninh Bình,7140202,Giáo dục Tiểu học,19.0,"A00, C00, C14, D01"
DNB,Đại học Hoa Lư,Ninh Bình,7140201,Giáo dục Mầm non,19.0,"C00, C19"
DNB,Đại học Hoa Lư,Ninh Bình,7340301,Kế toán,14.0,"A00, A01, A10, D01"
DNB,Đại học Hoa Lư,Ninh Bình,7340101,Quản trị Kinh doanh,14.0,"A00, A01, A10, D01"
DNB,Đại học Hoa Lư,Ninh Bình,7140209,Sư phạm Toán học,19.0,"A00, A01, D07, D08"
ETU,Đại học Hòa Bình,Hà Nội,7329001,Công nghệ đa phương tiện,22.5,"A00, A01, C01, D01"
ETU,Đại học Hòa Bình,Hà Nội,7760101,Công tác xã hội,15.5,"C00, D01, D78, D96"
ETU,Đại học Hòa Bình,Hà Nội,7480201,Công nghệ thông tin,16.55,"A00, A01, C01, D01"
ETU,Đại học Hòa Bình,Hà Nội,7720301,Điều dưỡng,19.05,"A00, B00, D07, D08"
ETU,Đại học Hòa Bình,Hà Nội,7720201,Dược học,21.7,"A00, B00, D07, D08"
ETU,Đại học Hòa Bình,Hà Nội,7340301,Kế toán,15.7,"A00, A01, D01, D96"
ETU,Đại học Hòa Bình,Hà Nội,7510605,Logistics và Quản lý chuỗi cung ứng,15.75,"A00, A01, D01, D96"
ETU,Đại học Hòa Bình,Hà Nội,7380107,Luật kinh tế,15.5,"A00, C00, D01, D78"
ETU,Đại học Hòa Bình,Hà Nội,7520207,Ngành Kỹ thuật điện tử truyền thông,15.15,"A00, A01, C01, D01"
ETU,Đại học Hòa Bình,Hà Nội,7220201,Ngôn ngữ Anh,16.5,"D01, D14, D15, D78"
